input,expected_answer
"Shots: 5 . Shots on target: 0 . Goals: 0 . Touches: 50 . Touches in the box: 10 . Diego Costa's proposed transfer to Chelsea will have excited many fans before the World Cup. But after some dismal displays for Spain, some may be hoping Jose Mourinho has a change of heart. Samuel Eto'o and Fernando Torres were criticised for their lack of potency all season, and for their lack of desire to break into the box. But with the world champions crashed out of the tournament in Brazil, Costa barely tried to influence play against the brave Chileans. VIDEO Scroll down to see Costa nutmegged by soon-to-be Chelsea team-mate Azpilcueta . Flopped: Diego Costa failed to inspire Spain as they were dumped out of the World Cup by Chile . Not in the game: Costa has had five shots in the tournament but is yet to hit the target . Not involved: Costa has touched the ball 50 times in the tournament... (Chile left and Holland right) Embarrassing: Costa is replaced by Chelsea flop Torres... will Diego be the next one? Costa was praised after a fine campaign with Atletico Madrid for his all-action style, creating and scoring chances out of nothing, displaying some of the raw power Didier Drogba showed during his legendary stint at Stamford Bridge. Mourinho has admitted that Costa was the star striker he was after this summer, with Eto'o and Torres grabbing a total of 14 goals between them in the Premier League last season. The World Cup was his chance to show what he was all about. But after zero shots on target and just 21 touches so far in the tournament, his reputation could begin to slide. With Brazil crying out for a dominant centre forward, Costa may regret not making the decision to ply for his home country, instead of figuring in Spain's tiki-taka system which is out of date, and out of ideas. In fairness to the target man, it simply doesn't suit his style. Mourinho has a habit of getting the best out of players like Costa, and while his confidence may be restored quickly upon returning from South America, English football demands more of an impact for a £32million rated star. Loser: Costa sits on the bench as the Spanish side are knocked out . Head in hands: Chile blew Spain away in the first half, with two goals from Vargas and Aranguiz . VIDEO Costa on verge of Chelsea switch .","Costa has touched the ball just 50 times in the World Cup .
Zero goals, zero shots on target, just 10 touches in the box .
Spain beaten 2-0 by Chile, knocked out of the tournament ."
"England may have suffered the shame of exiting the World Cup after just two games, but Jack Wilshere still seems to have found time to enjoy himself. Wilshere, who has played just 17 minutes of the Three Lions' disastrous campaign, was seen pictured smiling and laughing by the sea at Sao Conrado, Rio de Janeiro. VIDEO Scroll down to watch Life's a beach: Rio's World Cup hot spots . Day in the sun: Wilshere took time out to visit the beach after England's World Cup exit . Out and about: England have crashed out of the World Cup after losing their opening two games for the first time . VIDEO Life's a beach: Rio's World Cup hot spots . The Arsenal midfielder was on the beach, populated by scantily clad sunbathers, just two days before England's final game in Brazil. Sunday was England's final day in Rio before they fly to Belo Horizonte on Monday ahead of their final match. Roy Hodgson's team face Costa Rica on Tuesday hoping to avoid the embarrassment of becoming the first English side to leave a World Cup without a single point. Challenging times: Wilshere has only featured in 17 minutes of England's campaign so far, as a sub against Italy . Resigned: England's players looked unenthusiastic in their final training session in Rio de Janeiro . Shaw thing: Full-back Luke Shaw is expected to start for England in the absence of Leighton Baines . Heading home: Ricky Lambert is yet to make an impression at the World Cup, limited to just 3 minutes on the pitch . Defeats to Italy and Uruguay, coupled with Costa Rica's remarkable double shock over the two sides, mean England cannot get out of the group whatever the result.","Wilshere an unused substitute against Uruguay .
Arsenal midfielder played 17 minutes against Italy .
England are out of the World cup after defeat in both games .
Wilshere could play in final game against Costa Rica on Tuesday ."
"'Cape Verde? Heard of it, but remind me... ' That was always my response to any mention of the place. So here's the answer: Cabo Verde, as it's properly known, is a necklace of ten islands in the Atlantic, 350 miles west of Africa, off the coast of Senegal. It's a near six-hour flight from the UK. The sunshine is utterly reliable, as is the breeze from the Sahara. Surf's up: The Cape Verdean island of Sal is (relatively) well known as a haven for unhurried sunshine holidays . The windiest time is November to March, which is bliss for surfers. The islands of Sal and Boa Vista are the big destinations for beach-and-a-book breaks. Of the hotels on Sal, the most comfy and glamorous is the Morabeza in the fishing village of Santa Maria. There's a 200-yard walk to miles of glorious beach where boats bob on the turquoise water. Life here slows down to turtle pace. In the evenings you can watch the fishwives gutting their catch on the pier. Santa Maria is a haven for yachting and water sports. The current world champion kite surfer lives here. But once you've bathed in Sal's inland version of the Dead Sea and visited its superb coast, you may want a bit more. Bright and lovely: The streets of Mindelo, the capital of Sao Vicente, are flanked by colourfully painted houses . Sounds to soothe: Music is a big part of Cape Verde life. The islands have their own musical style, morna . There's plenty of variety in this tiny 39-year-old republic, a former colony of Portugal, whose intrepid sailors discovered the islands in the 1450s. It's a 30-minute flight from Sal to the island of Sao Vicente, where we stayed in Mindelo, a colourful harbour town that, thanks to its Portuguese and British heritage, looks like Lisbon crossed with Portmeirion in Wales. Locals all speak Creole, a mish-mash of umpteen languages, African and European. 'It was designed to fool the Portuguese,' as one local graduate explained to me. Mindelo has fewer tourists, most of them are French. They come for the music scene and to worship the late singer Cesaria Evora, 'the barefoot diva'. Her voice remains the islands' proudest export and she is revered by Parisians. On the edge of town is a peak, Monte Verde, well worth the three-hour walk up its switchback road past cactus flowers, wrinkly old men with donkeys and the occasional goat. A place of wild wonder: Santo Antao, the most westerly island of Cape Verde, is a great destination for hikers . The view from the top is worth every blister. An hour by ferry from Sao Vicente is the mountainous island of Santo Antao. Hike the ribeiras (river valleys). After the moon-like aridity of Sal, they are an emerald paradise. I took a local guide — supplied by Cape Verde Experience — in a four-wheel drive to the top of a 1,000m-high volcanic peak, then walked down a hairpin trail of wonky basalt cobbles past the cauldron of the vast volcano. When the rains come, water bombs down the rocky gullies, washing away cattle and everything else in its path. As you slowly descend, cooking smoke and the sounds of a village rise to greet you. Hens cluck and you walk past tiny children in crocodiles wandering home from school for lunch. Dragonflies flit over streams flanked by mango trees, papayas, and huge hands of green bananas. Later, in a straw-roofed cafe, I ate a banana served with local molasses - quite the best pud I've ever had. The old seaside village of Paul has a tiny distillery with a donkey-driven mill for crushing sugar cane - a sight that hasn't changed in centuries. Walk me to the beach: Colourful boats are a constant presence in an archipelago where fishing is crucial . But it's the people of Cape Verde that make it irresistible. Catholic, strict but loving with their kids, proud of their mixed heritage and all addicted to Premier League football. Centenarians are common. Enzo, a born-and-bred barman in Mindelo, tells me that his grandfather had died at 102. I clearly didn't look impressed enough. 'He was very unfit,' he adds apologetically. The Cape Verde Experience (0845 330 2047, www.capeverde.co.uk) offers seven-night island-hopping holidays from £1,433 per person or 14 nights from £1,755 per person, both including flights. A week's stay at the four-star Hotel Morabeza on the island of Sal costs from £873 pp, based on two sharing a double land view room with bed and breakfast, including return flights and transfers.","The Cape Verde islands sit some 350 miles west of the African mainland .
Sal and Boa Vista are relatively known, and great for lazy beach holidays .
The more westerly island of Sao Vicente is the archipelago's cultural hub ."
"The drink-drive limit is to be cut in Scotland in time for Christmas, it was announced today. Justice Secretary Kenny MacAskill revealed plans which to reduce the blood alcohol limit from 80mg in every 100ml of blood to 50mg from December 5. It would bring Scotland in line with the rest of Europe, but would mean the limit is lower than that in England and Wales. Drivers in Scotland are warned that the drink drive limit will be cut from 80mg in every 100ml of blood to 50mg from December 5 . Mr MacAskill said the new limit would send a 'clear message' to drivers who ignore the warnings that there is never an excuse to drink and drive. He said: 'Drink-driving shatters families and communities and we must take action to reduce the risk on our roads. 'The latest estimates show that approximately one in 10 deaths on Scottish roads involve drivers who are over the legal limit and research shows that even just one alcoholic drink before driving can make you three times as likely to be involved in a fatal car crash. 'As a result, 20 families every year have to cope with the loss of a loved one and around 760 people are treated for injuries caused by someone who thought it was acceptable to drink alcohol and get behind the wheel and drive. We cannot let this continue. 'That's why I have today introduced legislation to lower the drink-drive limit in Scotland so that, subject to parliamentary approval, new laws will be in place in time for the beginning of the festive period.' Scottish Justice Secretary Kenny MacAskill (centre) said the new limit would send a 'clear message' to drivers who ignore the warnings that there is never an excuse to drink and drive . The Scottish Government previously announced the intention to reduce the limit following a consultation which found almost three-quarters of those who responded believed the drink-drive limit should be lowered. Mr MacAskill added: 'Getting behind the wheel after drinking can have fatal consequences. The advice is simple: if you have had any alcoholic drink whatsoever, don't drive. No-one should be drinking and driving and the new lower limit only reinforces what should already be the case with drivers taking full responsibility and not putting lives at risk. 'Lowering the drink-drive limit will help make Scotland's roads safer. It is the right thing to do and, most importantly, it will save lives, meaning that fewer families have to go through the heartache of a loved one lost.' The Royal Society for the Prevention of Accidents (RoSPA) welcomed the announcement and called for the rest of the UK to follow suit. Sandy Allan, RoSPA's road safety manager in Scotland, said: 'There is a considerable body of research which shows that reducing drink-drive limits is effective in reducing drink-drive deaths and injuries. We would like to see the rest of the UK follow Scotland's example.'","Limit to be cut from 80mg in every 100ml of blood to 50mg on December 5 .
Will bring Scotland in line with much of Europe, but lower than England .
Scottish Justice Secretary Kenny MacAskill wants to send 'clear message'"
"Bacary Sagna has joined Manchester City on a free transfer from Premier League rivals Arsenal. The defender has signed a three-year deal with the Premier League champions worth £150,000-per-week  - inclusive of add-ons and bonuses. As revealed exclusively by Sportsmail in May, the 31-year-old will officially join City on July 1 - ending his seven-year spell with the Gunners. Done: Bacary Sagna (right) has joined Manchester City on a free transfer from Premier League rivals Arsenal . All smiles: Sagna has ended a seven-year spell with Arsenal to sign a three-year £150k-per-week deal at City . Done deal: Arsenal confirmed the transfer of Sagna via their Twitter account on Friday . Tearful exit: Sagna's last game for Arsenal was in their 3-2 FA Cup final victory against Hull City in May . High note: The FA Cup victory was the only trophy Sagna won during his seven-year spell at Arsenal . Bacary Sagna is the fifth Arsenal player in five years to move to Manchester City. Sportsmail reviews the other transfers. Emmanuel Adebayor - £25million - July 2009 . Kolo Toure - £14million - July 2009 . Gael Clichy - £7million - July 2011 . Samir Nasri - £24million - August 2011 . Total: £70million . In a club statement City announced their 'delight' at the capture of the defender who has won 41 caps for his country. The statement read: 'Manchester City are delighted to announce that Bacary Sagna will join the Club for next season. 'The 31-year-old full-back will complete his transfer from Arsenal on a three year contract following the World Cup in Brazil, where he is currently on duty with the French squad. 'Sagna is a hugely experienced defender, having represented Arsenal 213 times since joining  them from Auxerre in 2007. During that time he has picked up 41 caps for the French national side. 'France are in Group E of the World Cup, alongside Switzerland, Ecuador and Honduras. They begin their World Cup campaign against Honduras on Saturday. 'Sagna will join up with his new team-mates for the first time after the end of the World Cup, when the squad take in their tour to America.' 'He will take up the vacant squad number 3, the same number he wore for the Gunners.' Sagna becomes the latest Gunner to move to City - following in the footsteps of Emmanuel Adebayor, Samir . Nasri, Kolo Toure and Gael Clichy. With Clichy and Nasri still playing for the blue half of Manchester, the France international will be reunited with the duo as Manuel Pellegrini's side look to defend their league title next season. Earlier . in the week, Sagna thanked Arsenal and Arsene Wenger in another clear . message that he was set to quit the club. The . full-back, part of France's squad at the 2014 World Cup in Brazil, took . to his Twitter and Instagram pages to post the lengthy message which signalled the end of his association with Arsenal. Sagna, who played 231 times for Arsenal, finished his career at the club on a high with their 3-2 comeback victory against Hull City in the FA Cup final at Wembley in May. Farewell: Sagna posted this emotional goodbye to Arsenal via social media . Reunited: Sagna will be joining former Arsenal duo Samir Nasri (left) and Gael Clichy (right) at City . International pedigree: Sagna (centre) is currently with the France squad as they bid to win a second World Cup . A club statement from Arsenal read: 'Bacary Sagna has agreed to join Manchester City after his contract with Arsenal expires on June 30. 'Sagna, 31, signed for Arsenal from Auxerre in the summer of 2007 and went on to make a total of 284 appearances for the club. 'An integral part of Arsenal’s defence over the past seven seasons, the France international brought his time with the Gunners to a fitting close last month when he helped the team win the FA Cup in his final match. 'Everyone at Arsenal Football Club would like to thank Bacary for his fantastic contribution, and wish him all the best for the future.' Meanwhile, City hope to finalise a deal for Porto midfielder Fernando once he has sorted out outstanding financial issues with the Portuguese side.","Bacary Sagna has joined Manchester City from Arsenal on a free transfer .
Sagna has signed a £150,000-a-week three-year-deal at Manchester City, which is inclusive of add-ons and bonuses .
Sagna is also part of the France squad at the World Cup in Brazil .
Sagna posted a lengthy goodbye note to Arsenal fans on Instagram .
Arsene Wenger is singled out for special thanks by Sagna in the note ."
"Rio Ferdinand clearly knows how to hold his own as the former England and Manchester United defender steps off the football pitch - and into the UFC Octagon. The incredible footage shows Sportsmail's World Cup columnist going from playing a video game to trying the real thing, and getting knocked to the canvas by a surprise punch to the face from British UFC star Brad Pickett. But Ferdinand, currently acting as a pundit for BBC, didn't forget his loyalty to United in the ad for EA Sports, as he turns down blue tape in favour of red. Not enough: Rio Ferdinand, currently a BBC pundit, starts by playing UFC on his Playstation . Point of view: Ferdinand on his way to try his hand at UFC after playing on the video game . Taped up: Manchester United fans are sure to be glad Ferdinand opted for red tape instead of blue in the video . Sucker-punch: Ferdinand in the UFC ring is knocked to the ground by his less-sporting opponent . On the deck: Ferdinand on the ground after being punched but he soon gets back up to go again . Ready: Ferdinand looks back at his opponent in the advert for EA Sports' UFC game on Playstation . It's on: Ferdinand may not be at the World Cup with England but the defender looks in good shape . Ferdinand, a Mail on Sunday columnist, has been taking to social networking to show off his time in Rio, posting with the hashtag '#rioinrio'. The centre-back is a free agent after leaving United at the end of last season and has been linked with QPR, Aston Villa, as well as other clubs in the USA and Turkey. But he certainly looked in good nick as he continues to prepare for next season, wherever he may find himself. EA SPORTS UFC is available now for Xbox One and PlayStation 4 . Experience: Ferdinand (left) with Alan Shearer (centre) and Thierry Henry working for the BBC in Brazil . Released: Ferdinand is currently a free agent and searching for a new club ahead of next season .","Rio Ferdinand plays UFC video game before trying the real thing .
The former Manchester United defender snubs blue tape and opts for red .
Ferdinand is Sportsmail's World Cup columnist and a BBC pundit ."
"Brilliant. I totally applaud Stuart Lancaster’s decision to try Manu Tuilagi on the right wing in Dunedin, even if it backfires and possibly costs England the Test. It is the bold move of a coach who is deadly serious about winning the 2015 World Cup — and that really excites me. The Luther Burrell-Billy Twelvetrees combination at centre was a big success last season and with both now fit and available it makes sense to reunite them. But you want all your best players involved and Tuilagi is fresh, confident and playing well. VIDEO Scroll down to see Stuart Lancaster speaking after New Zealand's second Test win . Bold move: Stuart Lancaster named Manu Tuilagi to start on the right wing . New Zealand away is the biggest Test in rugby and by the end of next week England will know if the experiment is worth pursuing. What are the pluses? Tuilagi is a world-class strike runner but because he has to be closely marked at all times he can also be the perfect decoy. It is possible he will hardly touch the ball in Dunedin but indirectly contribute to two or three England tries. Tuilagi may look nothing like Jason Robinson but tactically he provides the same threat because he is nigh on unstoppable one-on-one if he takes the ball at pace in the right area. Centre of attention: Billy Twelvetrees is set to start in the centre for England . My dream scenario for Tuilagi would be any attacking England scrum anywhere from five to 25 metres out with a biggish blindside on the right. Put Tuilagi out there deep on his own and line up all the other backs going left. All Danny Care would then need is a solid scrum or a slight wheel to help take the All Blacks’ back row out of the equation and it’s game on. A perfectly timed pass to Tuilagi at full tilt will leave only one defender to beat. Jason Robinson once scored a beauty under the posts against France using the same move. World-class strike runner: Tuilagi can provide the perfect decoy . On the attack: Sir Clive Woodward believes Tuilagi can have a similar impact on the wing as Jason Robinson . New Zealand might put an extra man in defence on the blindside. In which case call their bluff and go left. The predictable thing would have been to start Tuilagi at No 13 again but that is why I like this selection — the New Zealand back line will be starting from scratch in how to deal with him from the wing, while facing another threat in Burrell. What are the negatives? Tuilagi doesn’t turn that quickly and although he may be competent under the high ball, you don’t get much practice in midfield. New Zealand’s tactical kickers, as well as testing him with a few bombs, will roll little grubbers behind him and get Tuilagi going backwards. Under pressure, he could make mistakes. I enjoyed Lancaster’s frankness when questioned about Tuilagi’s aerial skills, saying Manu will thump anyone who beats him to the ball. It reminded me of when I first selected Jason Robinson at full back against Australia in 2001. Wrecking ball: The decision to pair Luther Burrell with Billy Twelvetrees at centre is a positive one . At 5ft 8in many doubted his ability under the high ball. I was sitting with Jason when he was asked how he was going to deal with that situation. ‘I’ll jump,’ was his response. Selection is about picking players for what they can do — not based on perceived weaknesses. Tuilagi needs to stay alert. On the Lions tour of South Africa in 1980 I was moved from the centre to the right wing in the third Test. We led 10-6 with 10 minutes to go when Naas Botha kicked long into our 25 and I side-footed into touch. Fatally, I turned my back as I jogged back into my unaccustomed position and the Boks struck. Gerrie Germishuys threw a quick line-out to Theuns Stofberg and although I got back to make a tackle he offloaded to Germishuys and they were in for a converted try. We lost 12-10. Don’t switch off for a second. Especially if you are a centre who has just moved to the wing!","The decision to switch Manu Tuilagi to the right wing is the bold move of a coach who is deadly serious about winning the World Cup .
Both Luther Burrell and Billy Twelvetrees are now fit and available it makes sense to reunite them at centre .
The New Zealand back line will be starting from scratch in how to deal with Tuilagi from the wing, while facing another threat in Burrell ."
"Having come within a whisker of recording a shock victory over New Zealand, England were back in training on Wednesday looking towards going one better than their heroic failure at Eden Park. Stuart Lancaster's team were under strength in their 20-15 defeat at the hands of the All Blacks, who only stole victory thanks to a late Conrad Smith try in Auckland on Saturday. Ranks boosted: Courtney Lawes trains with the England squad ahead of the second test with New Zealand . On the ball: Along with Lawes, Dylan Hartley was another Northampton Saints player boosting England's ranks . Focused: Tom Wood looks on during training, with England set to announce their squad for the second test . Chris Ashton (Saracens) Brad Barritt (Saracens) Luther Burrell (Northampton Saints) Lee Dickson (Northampton Saints) Owen Farrell (Saracens) Ben Foden (Northampton Saints) Alex Goode (Saracens) Dylan Hartley (Northampton Saints) Courtney Lawes (Northampton Saints) Stephen Myler (Northampton Saints) Kyle Sinckler (Harlequins) Billy Vunipola (Saracens) Alex Waller (Northampton Saints) Anthony Watson (Bath Rugby) Richard Wigglesworth (Saracens) Tom Wood (Northampton Saints) But England's ranks are boosted by the inclusion of 16 players, including Courtney Lawes, Dylan Hartley, Billy Vunipola, Tom Wood and Owen Farrell. Lancaster's squad sees an influx of Northampton and Saracens stars who had missed the Eden Park defeat due to their participation in the Aviva Premiership final. Danny Care had jarred his shoulder in a . freak training ground accident last week but along with Billy . Twelvetrees trained with team-mates for the final time  ahead . of the team being announced at approximately 11.15pm BST on Wednesday. Lancaster's side are looking to avoid defeat at the Forsyth Barr Stadium on Saturday in the second test, with another loss enough to ensure New Zealand would win the three-match series. Out of reach: Chris Robshaw was part of the England side that narrowly lost the first test 20-15 to New Zealand . All smiles: Billy Vunipola will hope to feature after joining up with the England squad . Ready for battle: Joe Marler reacts during England's training session . Looking for revenge: James Haskell was also among the England side which lost at Eden Park . Looking forward: Ben Morgan reacts during training . Hands on hips: Geoff Parling observes his England team-mates during training . Not close enough: New Zealand players from a guard of honour to clap defeated England, led by Chris Robshaw, off the pitch following the first test at Eden Park which the All Blacks won 20-15 .","Stuart Lancaster's team train for final time before squad announced at 11.15pm BST .
Second test of three-match series to be played in Dunedin .
Danny Care and Billy Twelvetrees back from injury .
England narrowly lost first test 20-15 despite having depleted side .
Players from Northampton and Saracens were unavailable for Eden Park loss due to participation in the Aviva Premiership final ."
"England have been caught up in a fresh team-sheet embarrassment. Just three days after sponsors Vauxhall tweeted a team-sheet which included players’ passport numbers, the line-ups ahead of Saturday’s game against Honduras named the suspended Raheem Sterling among the substitutes. Blunder: The suspended Raheem Sterling was named among the subs on the team-sheet . Sidelined: The injured Alex Oxlade-Chamberlain and Sterling sat out of the game against Honduras . Seeing red: Sterling was sent off during the 2-2 draw with Ecuador on Wednesday . The Liverpool forward was sent off during the 2-2 draw with Ecuador on Wednesday night, picking up a one-game ban to be served against the Hondurans. But the official team-sheet at the Sun Life Stadium in Miami included Sterling on the bench but had no place for Jack Wilshere, despite the Arsenal midfielder warming up on the pitch. Manager Roy Hodgson has indicated that Sterling would have started the game, hinting at his involvement for the World Cup opener against Italy next weekend. Passport numbers, incidentally, were not published on the team-sheet ahead of the Honduras game. Security breach: A picture of the England team-sheet against Ecuador was tweeted which contained the players' passport details .","Sterling was sent off during the 2-2 draw with Ecuador and was banned against Honduras .
Before the Ecuador game England team sponsor Vauxhall tweeted a team-sheet which included the passport numbers of England's players .
Sterling was then named as a substitute on the team-sheet ahead of Honduras ."
"While England still have one warm-up game left against Honduras, Italy drew their final match  against minnows Luxembourg – who are 102 places below England in the FIFA World Rankings - on Wednesday. And post-match, manager Cesare Prandelli and his players admitted that they are some way short of their best ahead of their opening game against England in Manaus on June 14. Sportsmail looks at five ways that Roy Hodgson's side can find joy against the Italians: . VIDEO Scroll down to watch Balotelli frustration as Italy only manage a draw . Room to improve: Mario Balotelli and his Italy team-mates are yet to hit top form . Hand it to them: Luxembourg coach Luc Holtz (left) and his staff celebrate holding Italy to a draw . 1. They can’t defend at corners . Prandelli admitted that his side had to improve on ‘a few things’ and that one of those was a weakness at corners. Luxembourg’s shock equaliser came as former-Sheffield United centre-back Maxime Chanot lost his marker to nod home in almost the last passage of play in Italy’s World Cup warm-up campaign. Centre-back Giorgio Chiellini admitted: ‘We need to pay more attention at set-pieces. We were good for 50-60 minutes but after that we got a bit stretched and we lost our heads a bit.’ With Gary Cahill and Phil Jagielka both scoring at dead ball opportunities against Peru last week, Roy Hodgson would be foolish not to focus on a typical English strength and Italian weakness. 2. They are running out of time to get it right . AC Milan right-back Mattia De Sciglio conceded that Italy’s new system ‘needs time to find its balance’ as well as a need to ‘improve in attack’ while Marco Verratti blamed the draw on being ‘the first game in which we tried a new plan’. Back to basics: Mattia De Sciglio says Italy are still coming to terms with how to play . Talking tactics: Italy coach Cesare Prandelli (right) gets his point across to Claudio Marchisio . ‘We’re working hard, but we know that when the World Cup comes around we’ll be ready,’ he added. Unfortunately for the young pair, they don’t have a lot of time. There are 10 days until the Manaus showdown but Wednesday was Italy’s last game before then. England, on the other hand, have another game to help them find their way – albeit without the suspended Raheem Sterling who had been touted as a potential starter. 3. They waste chances on goal . Another problem pointed out by De Sciglio was Italy’s profligacy in attack – claiming that they were the better side before being ‘caught with a sucker-punch’. Prandelli singled out Mario Balotelli as the chief culprit, throwing away three good chances. Wasteful: Mario Balotelli missed a host of chances against Luxembourg on Wednesday evening . ‘Mario had two good opportunities in the first half, and had another chance when Cassano came on,’ he said. ‘We’ve missed a few chances tonight, and then conceded a goal from a corner.’ If England can wind-up and frustrate the Italian talisman – which isn’t usually too difficult – they might be able to provide a similar ‘sucker-punch’ to last night’s opponents.4. They rely too much on space out wide . Italy’s goal on Wednesday came from the right wing, and De Sciglio made it clear afterwards that exploiting the flanks was key to their new system. Verratti added to his team-mate’s sentiments, saying: ‘The coach asked us to play between the lines, but it was not easy because Luxembourg firmly closed spaces.’ Quick feet: Marco Verratti (right) gets away from a Lexembourg defender . Glen Johnson and Leighton Baines will need to be at their best to stop the Azzurri wide-men but also ready to use their opponents’ new system to their advantage. De Sciglio and Prandelli both mentioned the amount of space left out wide and England’s full-backs should be key to taking three points in Manaus. 5. They haven’t won since September . Wednesday represented Italy’s seventh consecutive game without a win, with the likes of Demark, Armenia, Nigeria and Ireland getting results against the Azzurri. Plenty to ponder: Cesare Prandelli has much to work on before Italy's game with England on June 14 . Along with Luxembourg, England are ranked above all of these sides – only Spain and Germany are better teams in the winless sequence. And Chiellini’s assertion that Italy are not ‘great at friendlies, but fortunately seem to be okay when it gets serious’ doesn’t wash. Prandelli said afterwards that he ‘didn’t see anything worrying’ from his side – but he is in denial, even later admitting that they were lacking flair. England should make it eight games without a win.","Italy could only draw 1-1 with minnows Luxembourg on Wednesday .
Cesare Prandelli's side have not won in seven games .
Prandelli slammed striker Mario Balotelli for his wastefulness ."
"Barcelona have aimed a dig at Cesc Fabregas for not scoring enough goals during his three years with club. The midfielder, who signed for Chelsea for £30million on Thursday, scored 42 goals in 151 matches for the Spanish giants. But the club claim there was a 'downward trend in his stats every season' and that Fabregas 'was never as good in the second half of a season as in the first.' VIDEO Scroll down to watch Fabregas denied superb lob by former Spain team-mate Pique . Spot on: Cesc Fabregas scores against Granada in 2013, one of 42 goals for Barcelona . All smiles: Fabregas signed for Chelsea on Thursday in a £30million deal . Despite admitting Fabregas' goal return was an 'impressive tally for a midfielder', Barcelona suggest this was down to the fact that he mainly played 'in the ""false centre forward"" role.' A statement on the club's official website said: 'Despite glowing starts to each campaign, Cesc’s contributions to the cause gradually decreased as each season drew to a close. 'From being someone who joined in with the attack, supplying and scoring goals, the magic tended to fade later on in each season. He only scored one, six and one goals in the last 24 games of each season. Falling short? Barcelona claim Cesc Fabregas' influence faded in the later stages of a season . Finding his feet: Fabregas scores against Santos during a friendly game in 2013 . 'For some reason, he was never as good in the second half of a season as in the first.' Fabregas' Spanish team-mate Xavi, however, was more positive about the 27-year-old. He said: 'Its great news for him. I have seen him andhe is looking very happy. He will be an important loss for Barcelona but I know it is what he wanted. He is my friend and I wish him well.' Xavi also responded to suggestions that Spain need to change the way they play football if the want to triump at the World Cup. He added: 'We will play the same way. We are going to win or die with this style of football.'","Spanish star signed for Chelsea in a £30million deal on Thursday .
He scored 42 goals in 151 games for Barcelona but club say 'he was never as good in the second half of a season as the first'
Former team-mate Xavi says 'he will be an important loss for Barcelona'"
